gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Female,fulltime,"4453 Beer, wine and liquor stores",427471.4,Married,With Spouse,,,44,141857,Y,Y,E
Male,parttime,"5416 Management, scientific and technical consulting services",419639.35,Married,With Spouse,,,68,141858,Y,Y,F
Other,fulltime,5415 Computer systems design and related services,69571,Divorced,With Spouse,,,40,141859,Y,Y,E
Female,fulltime,Retired,87624.6,Widowed,,,,46,141860,N,N,E
Other,fulltime,"7114 Agents and managers for artists, athletes, entertainers and oth",38165.6,Married,With Spouse,,,48,141861,Y,Y,F
Other,fulltime,"5418 Advertising, public relations, and related services",50434.4,Married,With Spouse,,,53,141862,Y,Y,E
Female,parttime,3399 Other miscellaneous manufacturing,404528.59,Single,With Parent,College,,25,141863,Y,Y,E
Other,fulltime,7222 Limited-service restaurants,59179,Married,With Spouse,,,59,141864,N,Y,F
Male,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",65236.6,Married,With Spouse,,,52,141865,Y,N,E
Male,fulltime,9120 Provincial and territorial public administration (9121 to 9129),39716.4,Single,Group,,,60,141866,Y,Y,E
Male,fulltime,7222 Limited-service restaurants,104255.8,Divorced,,,,46,141867,Y,Y,F
Female,fulltime,6212 Offices of dentists,420261,Single,With Parent,,,40,141868,N,Y,E
Female,fulltime,5411 Legal services,49134.8,Married,With Spouse,,,46,141869,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Apprenticeship,,33,141870,Y,N,F
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",135576.1,Single,,,,51,141871,Y,Y,E
Male,fulltime,5613 Employment services,429976,Single,With Parent,,,38,141872,N,Y,E
Other,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",46115,Single,With Spouse,,,37,141873,Y,Y,F
Male,fulltime,5112 Software publishers,430983.7,Married,With Spouse,,,43,141874,Y,Y,E
Female,fulltime,8121 Personal care services,431660,Single,With Spouse,,,39,141875,Y,N,E
Male,fulltime,2382 Building equipment contractors,72072.7,Divorced,,,,67,141876,N,Y,F
Male,parttime,4461 Health and personal care stores,414310.45,Single,With Spouse,Apprenticeship,,30,141877,Y,Y,E
Male,fulltime,4851 Urban transit systems,66263,Married,With Spouse,,,41,141878,Y,Y,E
Male,fulltime,6111 Elementary and secondary schools,98167.3,Divorced,,,,53,141879,Y,Y,F
Male,fulltime,Retired,419131.7,Married,With Spouse,,,39,141880,N,N,E
Male,fulltime,6244 Child day-care services,37334,Married,With Spouse,,,40,141881,Y,Y,E
Female,fulltime,7212 RV (Recreational Vehicle) parks and recreational camps,104218.4,Married,With Spouse,,,52,141882,Y,Y,F
Female,parttime,6220 Hospitals (6221 to 6223),422969.1,Separate,With Parent,,,53,141883,Y,Y,E
Male,parttime,3231 Printing and related support activities,414199.05,Married,With Spouse,,,60,141884,N,Y,E
Male,parttime,"9130 Local, municipal and regional public administration (9131 and 9",411807.05,Married,With Spouse,,,56,141885,Y,N,F
Male,parttime,5121 Motion picture and video industries,411017.05,Single,With Parent,College,,33,141886,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,141887,Y,Y,E
Female,fulltime,5614 Business support services,36792.03,Separate,Group,Apprenticeship,,33,141888,N,Y,F
Male,fulltime,2372 Land subdivision,47103.85,Single,Group,,,69,141889,Y,Y,E
Male,fulltime,7221 Full-service restaurants,98345.7,Divorced,,,,59,141890,Y,N,E
Female,parttime,6113 Universities,413188.12,Married,With Spouse,Apprenticeship,,33,141891,Y,Y,F
Other,fulltime,5415 Computer systems design and related services,83849.95,Separate,Group,,,56,141892,N,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,27,141893,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,141894,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),37641.8,Married,With Spouse,,,61,141895,Y,N,E
Female,fulltime,4412 Other motor vehicle dealers,420234.61,Single,,Apprenticeship,,30,141896,N,Y,E
Male,fulltime,Retired,44941.4,Married,With Spouse,,,47,141897,Y,Y,F
Male,parttime,"5416 Management, scientific and technical consulting services",409569.01,Single,With Parent,Apprenticeship,,27,141898,Y,Y,E
Male,parttime,6111 Elementary and secondary schools,405554.23,Single,With Parent,Apprenticeship,,29,141899,Y,Y,E
Female,fulltime,4921 Couriers,38868.5,Married,With Spouse,,,51,141900,N,N,F
Male,parttime,6111 Elementary and secondary schools,411829.51,Single,Group,Apprenticeship,,26,141901,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,43458.7,Married,With Spouse,,,72,141902,Y,Y,E
Other,parttime,6112 Community colleges and C.E.G.E.P.s,428637.3,Married,With Spouse,,,62,141903,Y,Y,F
Female,parttime,4521 Department stores,428918,Married,With Spouse,,,67,141904,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,141905,Y,N,E
Female,fulltime,Retired,35303.1,Widowed,Group,,,43,141906,Y,Y,F
Female,parttime,4451 Grocery stores,408196.21,Single,With Parent,Apprenticeship,,30,141907,Y,Y,E
Female,fulltime,Retired,419189.1,Married,With Spouse,,,47,141908,N,Y,E
Male,fulltime,,400000,Single,With Parent,Elementary,1,28,141909,Y,Y,F
Male,fulltime,5239 Other financial investment activities,37433,Married,With Spouse,,,49,141910,Y,N,E
Female,fulltime,Retired,61669.3,Widowed,,,,44,141911,Y,Y,E
Other,fulltime,4882 Support activities for rail transportation,42568.9,Married,With Spouse,,,53,141912,N,Y,F
Male,parttime,9120 Provincial and territorial public administration (9121 to 9129),412843.6,Single,With Parent,Apprenticeship,,29,141913,Y,Y,E
Male,fulltime,,400000,Divorced,Group,,,56,141914,Y,Y,E
Female,parttime,4461 Health and personal care stores,406862.02,Single,With Parent,College,,26,141915,Y,N,F
Female,fulltime,8134 Civic and social organizations,40418.4,Married,With Spouse,,,53,141916,N,Y,E
Male,fulltime,Retired,414480.2,Married,With Spouse,,,42,141917,Y,Y,E
Male,fulltime,6116 Other school and instruction,58947,Single,,,,42,141918,Y,Y,F
Female,parttime,6212 Offices of dentists,429903.5,Divorced,Group,,,49,141919,Y,Y,E
Female,fulltime,Retired,89733,Divorced,,,,75,141920,N,N,E
Female,parttime,"5416 Management, scientific and technical consulting services",409824.76,Married,With Spouse,Apprenticeship,,31,141921,Y,Y,F
Male,fulltime,"5416 Management, scientific and technical consulting services",46533,Married,With Spouse,,,38,141922,Y,Y,E
Male,fulltime,"5413 Architectural, engineering and related services",126060.7,Divorced,,,,61,141923,Y,Y,E
Female,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",40567.85,Married,With Spouse,,,67,141924,N,Y,F
Male,fulltime,4431 Electronics and appliances stores,157383.65,Widowed,,,,68,141925,Y,N,E
Female,fulltime,Retired,35385.7,Married,With Spouse,,,42,141926,Y,Y,E
Female,fulltime,5617 Services to buildings and dwellings,57119.35,Married,With Spouse,,,63,141927,Y,Y,F
Male,parttime,"5413 Architectural, engineering and related services",413591.05,Single,With Parent,Apprenticeship,,29,141928,N,Y,E
Female,fulltime,9120 Provincial and territorial public administration (9121 to 9129),36032.95,Single,With Parent,,,58,141929,Y,Y,E
Female,fulltime,5239 Other financial investment activities,40906.8,Married,With Spouse,,,50,141930,Y,N,F
Female,parttime,5415 Computer systems design and related services,425150.5,Married,With Spouse,,,55,141931,Y,Y,E
Female,fulltime,5151 Radio and television broadcasting,51672.4,Married,With Spouse,,,66,141932,N,Y,E
Male,fulltime,"4163 Lumber, millwork, hardware and other building supplies wholesal",421431.52,Married,With Spouse,Apprenticeship,,32,141933,Y,Y,F
Female,fulltime,4441 Building material and supplies dealers,104538.5,Married,With Spouse,,,47,141934,Y,Y,E
Female,parttime,3353 Electrical equipment manufacturing,411244,Single,With Parent,,,39,141935,Y,N,E
Female,parttime,5614 Business support services,418181.9,Married,With Spouse,,,45,141936,N,Y,F
Male,fulltime,,400000,Married,With Spouse,,,70,141937,Y,Y,E
Male,fulltime,6111 Elementary and secondary schools,429620,Married,With Spouse,,,34,141938,Y,Y,E
Female,fulltime,9111 Defence services,78577.35,Divorced,,,,67,141939,Y,Y,F
Female,parttime,"3345 Navigational, measuring, medical and control instruments manufa",434834.8,Married,With Spouse,,,46,141940,N,N,E
Male,fulltime,8121 Personal care services,73073,Divorced,,,,38,141941,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,141942,Y,Y,F
Male,fulltime,7222 Limited-service restaurants,421455.28,Single,,Apprenticeship,,30,141943,Y,Y,E
Female,parttime,5415 Computer systems design and related services,416328.6,Married,With Spouse,,,66,141944,N,Y,E
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",45728.6,Divorced,Group,,,60,141945,Y,N,F
Female,parttime,5221 Depository credit intermediation,434771.9,Widowed,With Parent,,,64,141946,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,141947,Y,Y,E
Male,fulltime,7222 Limited-service restaurants,47171.85,Divorced,With Parent,,,55,141948,N,Y,F
Male,fulltime,"8139 Business, professional, labour and other membership organizatio",99534.8,Married,With Spouse,,,56,141949,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,64,141950,Y,N,E
Male,parttime,4481 Clothing stores,411845.55,Divorced,With Parent,,,64,141951,Y,Y,F
Male,parttime,6113 Universities,431799.8,Married,With Spouse,,,61,141952,N,Y,E
Female,parttime,5411 Legal services,417547,Separate,With Parent,,,39,141953,Y,Y,E
Female,fulltime,Retired,431896.2,Single,Group,,,46,141954,Y,Y,F
Male,fulltime,6220 Hospitals (6221 to 6223),38245.1,Widowed,With Spouse,,,72,141955,Y,N,E
Female,parttime,6243 Vocational rehabilitation services,432214.95,Married,With Spouse,,,55,141956,N,Y,E
Male,parttime,5241 Insurance carriers,427600.1,Married,With Spouse,,,53,141957,Y,Y,F
Male,fulltime,4131 Food wholesaler-distributors,434277,Single,With Parent,,,37,141958,Y,Y,E
Female,fulltime,,400000,Single,With Parent,,,39,141959,Y,Y,E
Male,parttime,7222 Limited-service restaurants,425780.15,Married,With Spouse,,,65,141960,N,N,F
Male,fulltime,6111 Elementary and secondary schools,72926,Married,With Spouse,,,35,141961,Y,Y,E
Female,parttime,3231 Printing and related support activities,416714.3,Married,With Spouse,,,69,141962,Y,Y,E
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",35154.35,Married,With Spouse,,,63,141963,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Middle,1,27,141964,N,Y,E
Female,fulltime,Retired,35429.1,Married,With Spouse,,,45,141965,Y,N,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,141966,Y,Y,F
Male,fulltime,3323 Architectural and structural manufacturing,49948.8,Married,With Spouse,,,51,141967,Y,Y,E
Male,fulltime,5613 Employment services,81829.2,Divorced,,,,63,141968,N,Y,E
Female,parttime,5613 Employment services,432206.9,Married,With Spouse,,,57,141969,Y,Y,F
Female,parttime,4451 Grocery stores,416333.45,Married,With Spouse,,,56,141970,Y,N,E
Male,fulltime,,400000,Divorced,With Parent,,,42,141971,Y,Y,E
Male,fulltime,Retired,416866.5,Married,With Spouse,,,51,141972,N,Y,F
Female,fulltime,"5111 Newspaper, periodical, book and director publishers",41540.4,Married,With Spouse,,,49,141973,Y,Y,E
Other,parttime,5313 Activities related to real estate,432961.5,Married,With Spouse,,,49,141974,Y,Y,E
Male,parttime,5411 Legal services,433760.55,Married,With Spouse,,,57,141975,Y,N,F
Other,fulltime,3118 Bakeries and tortilla manufacturing,92279,Single,With Parent,,,38,141976,N,Y,E
Female,parttime,6220 Hospitals (6221 to 6223),412183.93,Single,With Parent,College,,26,141977,Y,Y,E
Male,fulltime,5622 Waste treatment and disposal,42464,Separate,With Parent,,,37,141978,Y,Y,F
Male,parttime,5221 Depository credit intermediation,432409.3,Married,,,,60,141979,Y,Y,E
Male,fulltime,4173 Computer and communications equipment and supplies wholesaler-d,46898.15,Married,With Spouse,,,63,141980,N,N,E
Male,fulltime,3152 Cut and sew clothing manufacturing,47005.2,Single,,Apprenticeship,,34,141981,Y,Y,F
Male,fulltime,8131 Religious organizations,40230.6,Divorced,,,,72,141982,Y,Y,E
Male,fulltime,7211 Traveller accommodations,55874,Married,With Spouse,,,43,141983,Y,Y,E
Male,fulltime,9112-9119 Other federal services,78525.7,Separate,,,,51,141984,N,Y,F
Male,fulltime,Retired,52744.3,Widowed,,,,77,141985,Y,N,E
Other,fulltime,4851 Urban transit systems,53799.3,Married,With Spouse,,,59,141986,Y,Y,E
Male,parttime,5241 Insurance carriers,421057.3,Married,With Spouse,,,45,141987,Y,Y,F
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",96220.3,Divorced,,,,48,141988,N,Y,E
Male,parttime,3364 Aerospace product and parts manufacturing,411326.26,Single,With Parent,College,,25,141989,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,141990,Y,N,F
Female,fulltime,Retired,89147.1,Widowed,,,,41,141991,Y,Y,E
Female,fulltime,"5418 Advertising, public relations, and related services",97710,Married,With Spouse,,,38,141992,N,Y,E
Female,parttime,5223 Activities related to credit intermediation,409301.05,Single,With Parent,College,,25,141993,Y,Y,F
Female,parttime,"5416 Management, scientific and technical consulting services",410607.85,Married,With Spouse,Apprenticeship,,30,141994,Y,Y,E
Male,fulltime,2361 Residential building construction,49927.9,Single,With Parent,,,45,141995,Y,N,E
Female,fulltime,6113 Universities,61146.8,Married,With Spouse,,,51,141996,N,Y,F
Female,parttime,5221 Depository credit intermediation,418600.1,Divorced,With Spouse,,,62,141997,Y,Y,E
Male,parttime,5241 Insurance carriers,419151.05,Married,With Spouse,,,68,141998,Y,Y,E
Other,parttime,4481 Clothing stores,404668.51,Married,With Spouse,Apprenticeship,,32,141999,Y,Y,F
Female,fulltime,5221 Depository credit intermediation,42524.9,Divorced,With Spouse,,,51,142000,N,N,E
Female,parttime,6220 Hospitals (6221 to 6223),429824.3,Married,With Spouse,,,53,142001,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,86529.45,Divorced,,,,61,142002,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,32,142003,Y,Y,E
Male,fulltime,5619 Other support services,97308.2,Single,,,,49,142004,N,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),42695.85,Married,With Spouse,,,64,142005,Y,N,F
Female,fulltime,5613 Employment services,428306.41,Single,,Apprenticeship,,32,142006,Y,Y,E
Female,fulltime,4521 Department stores,84502.5,Married,With Spouse,,,72,142007,Y,Y,E
Other,fulltime,Retired,420306.3,Widowed,Group,,,41,142008,N,Y,F
Female,fulltime,,400000,Separate,With Parent,,,36,142009,Y,Y,E
Female,parttime,4173 Computer and communications equipment and supplies wholesaler-d,417124.36,Married,With Spouse,Apprenticeship,,31,142010,Y,N,E
Male,fulltime,2361 Residential building construction,434510,Married,With Spouse,,,42,142011,Y,Y,F
Male,parttime,6111 Elementary and secondary schools,419408.5,Married,With Spouse,,,68,142012,N,Y,E
Female,fulltime,6212 Offices of dentists,41724.95,Married,With Spouse,,,72,142013,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,27,142014,Y,Y,F
Male,fulltime,4482 Shoe stores,57635.55,Single,,,,69,142015,Y,N,E
Female,fulltime,6220 Hospitals (6221 to 6223),58411.7,Widowed,Group,,,72,142016,N,Y,E
Male,fulltime,Retired,433954.2,Married,With Spouse,,,47,142017,Y,Y,F
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",42185.7,Married,With Spouse,,,68,142018,Y,Y,E
Male,parttime,3261 Plastic product manufacturing,433523.65,Divorced,Group,,,58,142019,Y,Y,E
Male,fulltime,Retired,432025,Married,With Spouse,,,76,142020,N,N,F
Male,fulltime,Retired,428981.4,Separate,,,,78,142021,Y,Y,E
Female,fulltime,Retired,418711.7,Widowed,Group,,,57,142022,Y,Y,E
Female,parttime,6241 Individual and family services,415021.27,Married,With Spouse,Apprenticeship,,34,142023,Y,Y,F
Other,parttime,4411 Automobile dealers,420259.8,Married,With Spouse,,,49,142024,N,Y,E
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",73622,Separate,,,,39,142025,Y,N,E
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",433995,Married,With Spouse,,,35,142026,Y,Y,F
Other,fulltime,Retired,421142.8,Married,With Spouse,,,50,142027,Y,Y,E
Female,fulltime,Retired,422038.1,Widowed,Group,,,52,142028,N,Y,E
Male,fulltime,4482 Shoe stores,61021.3,Divorced,Group,,,56,142029,Y,Y,F
Male,parttime,3118 Bakeries and tortilla manufacturing,433988.15,Married,With Spouse,,,73,142030,Y,N,E
Female,fulltime,,400000,Married,With Spouse,Apprenticeship,,32,142031,Y,Y,E
Male,fulltime,Retired,36107.4,Married,With Spouse,,,45,142032,N,Y,F
Male,parttime,6111 Elementary and secondary schools,409332.07,Single,With Parent,Apprenticeship,,28,142033,Y,Y,E
Other,fulltime,Retired,417602.9,Married,With Spouse,,,39,142034,Y,Y,E
Female,fulltime,8132 Grant-making and giving services,43317.05,Divorced,Group,,,57,142035,Y,N,F
Female,fulltime,Retired,44731.4,Widowed,,,,44,142036,N,Y,E
Female,parttime,5221 Depository credit intermediation,410976.46,Single,With Spouse,Apprenticeship,,31,142037,Y,Y,E
Male,fulltime,4441 Building material and supplies dealers,432050.7,Married,With Spouse,,,44,142038,Y,Y,F
Female,parttime,4181 Recyclable material wholesaler-distributors,408602.77,Single,With Parent,Apprenticeship,,34,142039,Y,Y,E
Other,parttime,5222 Non-depository credit intermediation,429791.05,Divorced,With Spouse,,,63,142040,N,N,E
Other,parttime,6211 Offices of physicians,410286.76,Married,With Spouse,Apprenticeship,,33,142041,Y,Y,F
Other,parttime,4481 Clothing stores,422431.4,Married,With Spouse,,,68,142042,Y,Y,E
Male,fulltime,7224 Drinking places (alcoholic beverages),57576.2,Single,,,,47,142043,Y,Y,E
Female,parttime,5179 Other telecommunications,412696.75,Single,With Spouse,Apprenticeship,,30,142044,N,Y,F
Female,fulltime,"5419 Other professional, scientific and technical services",426615,Single,With Spouse,,,34,142045,Y,N,E
Female,parttime,"5416 Management, scientific and technical consulting services",413565,Married,With Spouse,,,37,142046,Y,Y,E
